"","state","county","total_population_20","incarcerated_20","total_population_10","incarcerated_10","total_population_00","incarcerated_00","fips","percent_incarcerated_20","percent_incarcerated_10","percent_incarcerated_00"
"2749","WY","Weston County",6838,442,7208,261,6644,194,56045,6.4638783269962,3.62097669256382,2.91992775436484
"2750","IA","Adair County",7496,0,7682,1,8243,3,19001,0,0.0130174433741213,0.036394516559505
"2751","IA","Adams County",3704,0,4029,4,4482,19,19003,0,0.0992802184164805,0.423917893797412
"2752","IA","Allamakee County",14061,4,14330,66,14675,67,19005,0.0284474788421876,0.460572226099093,0.456558773424191
"2753","IA","Appanoose County",12317,5,12887,15,13721,9,19007,0.0405943005602013,0.116396368433305,0.0655928868158298
"2754","IA","Audubon County",5674,5,6119,3,6830,8,19009,0.088121254846669,0.0490276188919758,0.117130307467057
"2755","IA","Benton County",25575,12,26076,10,25308,25,19011,0.0469208211143695,0.0383494400981746,0.0987829935198356
"2756","IA","Black Hawk County",131144,302,131090,151,128012,254,19013,0.230281217592875,0.115188038752002,0.198418898228291
"2757","IA","Boone County",26715,32,26306,8,26224,0,19015,0.119782893505521,0.0304113130084391,0
"2758","IA","Bremer County",24988,65,24276,26,23325,5,19017,0.260124859932768,0.10710166419509,0.0214362272240086
"2759","IA","Buchanan County",20565,23,20958,4,21093,11,19019,0.111840505713591,0.0190857906288768,0.0521500023704547
"2760","IA","Buena Vista County",20823,21,20260,20,20411,11,19021,0.100850021610719,0.0987166831194472,0.0538925089412572
"2761","IA","Butler County",14334,1,14867,6,15305,9,19023,0.00697641970140924,0.0403578395103249,0.0588043123162365
"2762","IA","Calhoun County",9927,478,9670,0,11115,408,19025,4.81515059937544,0,3.67071524966262
"2763","IA","Carroll County",20760,1,20816,11,21421,14,19027,0.00481695568400771,0.0528439661798616,0.0653564259371645
"2764","IA","Cass County",13127,0,13956,14,14684,19,19029,0,0.100315276583548,0.129392536093707
"2765","IA","Cedar County",18505,6,18499,23,18187,9,19031,0.0324236692785734,0.124331044921347,0.0494858965194919
"2766","IA","Cerro Gordo County",43127,86,44151,92,46447,94,19033,0.199411041806757,0.208375801227605,0.202381208689474
"2767","IA","Cherokee County",11658,11,12072,6,13035,10,19035,0.0943558071710413,0.0497017892644135,0.0767165324127349
"2768","IA","Chickasaw County",12012,1,12439,0,13095,5,19037,0.00832500832500832,0,0.0381825124093165
"2769","IA","Clarke County",9748,8,9286,16,9133,8,19039,0.0820681165367255,0.172302390695671,0.0875944377532027
"2770","IA","Clay County",16384,13,16667,12,17372,12,19041,0.079345703125,0.0719985600287994,0.0690766751093714
"2771","IA","Clayton County",17043,8,18129,9,18678,2,19043,0.0469400927066831,0.0496442164487837,0.0107077845593747
"2772","IA","Clinton County",46460,23,49116,32,50149,48,19045,0.0495049504950495,0.0651518853326818,0.0957147699854434
"2773","IA","Crawford County",16525,14,17096,9,16942,14,19047,0.0847201210287443,0.0526438933083762,0.0826348719159485
"2774","IA","Dallas County",99678,27,66135,33,40750,22,19049,0.0270872208511407,0.0498979360399183,0.0539877300613497
"2775","IA","Davis County",9110,0,8753,0,8541,11,19051,0,0,0.128790539749444
"2776","IA","Decatur County",7645,2,8457,1,8689,4,19053,0.026160889470242,0.0118245240629065,0.0460352169409598
"2777","IA","Delaware County",17488,0,17764,0,18404,9,19055,0,0,0.0489024125190176
"2778","IA","Des Moines County",38910,75,40325,132,42351,109,19057,0.192752505782575,0.327340359578425,0.257372907369366
"2779","IA","Dickinson County",17703,5,16667,10,16424,3,19059,0.0282438004857934,0.0599988000239995,0.0182659522649781
"2780","IA","Dubuque County",99266,194,93653,248,89143,91,19061,0.195434489150364,0.26480732064109,0.10208316973851
"2781","IA","Emmet County",9388,5,10302,7,11027,22,19063,0.0532594801874734,0.067947971267715,0.199510292917385
"2782","IA","Fayette County",19509,85,20880,71,22008,64,19065,0.435696345276539,0.340038314176245,0.290803344238459
"2783","IA","Floyd County",15627,0,16303,0,16900,8,19067,0,0,0.0473372781065089
"2784","IA","Franklin County",10019,0,10680,0,10704,0,19069,0,0,0
"2785","IA","Fremont County",6605,15,7441,7,8010,13,19071,0.227100681302044,0.0940733772342427,0.162297128589263
"2786","IA","Greene County",8771,11,9336,3,10366,6,19073,0.125413293809144,0.032133676092545,0.057881535790083
"2787","IA","Grundy County",12329,0,12453,0,12369,0,19075,0,0,0
"2788","IA","Guthrie County",10623,11,10954,7,11353,6,19077,0.103548903322978,0.0639035968595947,0.0528494671012067
"2789","IA","Hamilton County",15039,15,15673,13,16438,0,19079,0.0997406742469579,0.0829451923690423,0
"2790","IA","Hancock County",10795,0,11341,3,12100,6,19081,0,0.0264526937659818,0.0495867768595041
"2791","IA","Hardin County",16878,49,17534,62,18812,11,19083,0.2903187581467,0.353598722482035,0.0584733149053795
"2792","IA","Harrison County",14582,1,14928,7,15666,2,19085,0.00685776985324372,0.0468917470525188,0.0127665007021575
"2793","IA","Henry County",20482,1044,20145,912,20336,1007,19087,5.09715848061713,4.52717795979151,4.95180959874115
"2794","IA","Howard County",9469,1,9566,9,9932,4,19089,0.0105607772732073,0.0940832113736149,0.0402738622633911
"2795","IA","Humboldt County",9597,3,9815,1,10381,11,19091,0.0312597686777118,0.0101884870096791,0.105962816684327
"2796","IA","Ida County",7005,3,7089,0,7837,4,19093,0.0428265524625268,0,0.0510399387520735
"2797","IA","Iowa County",16662,16,16355,31,15671,8,19095,0.096026887528508,0.189544481809844,0.0510497096547763
"2798","IA","Jackson County",19485,10,19848,5,20296,5,19097,0.0513215293815756,0.0251914550584442,0.0246353961371699
"2799","IA","Jasper County",37813,1398,36842,1197,37213,1018,19099,3.69714119482718,3.24900928288367,2.73560314943702
"2800","IA","Jefferson County",15663,0,16843,9,16181,10,19101,0,0.0534346612836193,0.0618008775724615
"2801","IA","Johnson County",152854,875,130882,1053,111006,861,19103,0.572441676370916,0.804541495392797,0.775633749527053
"2802","IA","Jones County",20646,993,20638,1050,20221,1317,19105,4.80964835803545,5.08770229673418,6.51303100736858
"2803","IA","Keokuk County",10033,5,10511,2,11400,6,19107,0.0498355427090601,0.0190276852820854,0.0526315789473684
"2804","IA","Kossuth County",14828,11,15543,12,17163,7,19109,0.0741839762611276,0.077205172746574,0.040785410476024
"2805","IA","Lee County",33555,677,35862,1081,38052,942,19111,2.01758307256743,3.01433271987062,2.47555976032797
"2806","IA","Linn County",230299,401,211226,482,191701,399,19113,0.174121468178325,0.228191605200117,0.208136629438553
"2807","IA","Louisa County",10837,12,11387,3,12183,10,19115,0.110731752329981,0.026345832967419,0.082081589099565
"2808","IA","Lucas County",8634,0,8898,0,9422,9,19117,0,0,0.0955211207811505
"2809","IA","Lyon County",11934,18,11581,17,11763,0,19119,0.150829562594268,0.146792159571712,0
"2810","IA","Madison County",16548,23,15679,8,14019,10,19121,0.138989605994682,0.0510236622233561,0.0713317640345246
"2811","IA","Mahaska County",22190,4,22381,16,22335,40,19123,0.0180261378999549,0.0714892095974264,0.179091112603537
"2812","IA","Marion County",33414,21,33309,24,32052,11,19125,0.0628479080624888,0.0720525983968297,0.03431923124922
"2813","IA","Marshall County",40105,140,40648,191,39311,91,19127,0.349083655404563,0.469887817358788,0.231487369947343
"2814","IA","Mills County",14484,0,15059,308,14547,13,19129,0,2.04528853177502,0.0893655049151028
"2815","IA","Mitchell County",10565,0,10776,21,10874,0,19131,0,0.194877505567929,0
"2816","IA","Monona County",8751,10,9243,3,10020,9,19133,0.114272654553765,0.0324569944823109,0.0898203592814371
"2817","IA","Monroe County",7577,16,7970,4,8016,7,19135,0.211165368879504,0.0501882057716437,0.0873253493013972
"2818","IA","Montgomery County",10330,14,10740,0,11771,10,19137,0.135527589545015,0,0.0849545493161159
"2819","IA","Muscatine County",43235,196,42745,112,41722,98,19139,0.453336417254539,0.262018949584747,0.23488806864484
"2820","IA","O'Brien County",14182,45,14398,29,15102,10,19141,0.317303624312509,0.201416863453257,0.0662163951794464
"2821","IA","Osceola County",6192,0,6462,4,7003,9,19143,0,0.0619003404518725,0.128516350135656
"2822","IA","Page County",15211,997,15932,1036,16976,804,19145,6.55446716192229,6.50263620386643,4.73609802073516
"2823","IA","Palo Alto County",8996,10,9421,4,10147,6,19147,0.111160515784793,0.0424583377560768,0.059130777569725
"2824","IA","Plymouth County",25698,9,24986,0,24849,19,19149,0.0350221807144525,0,0.0764618294498773
"2825","IA","Pocahontas County",7078,7,7310,5,8662,7,19151,0.0988979937835547,0.0683994528043776,0.0808127453244054
"2826","IA","Polk County",492401,1813,430640,1879,374601,1097,19153,0.368195840382128,0.436327326769459,0.292844920328563
"2827","IA","Pottawattamie County",93667,295,93158,362,87704,266,19155,0.314945498414596,0.388587131539964,0.303292894280763
"2828","IA","Poweshiek County",18662,13,18914,9,18815,7,19157,0.0696602722109099,0.047583800359522,0.0372043582248206
"2829","IA","Ringgold County",4663,2,5131,1,5469,0,19159,0.0428908428050611,0.0194893782888326,0
"2830","IA","Sac County",9814,1,10350,7,11529,9,19161,0.0101895251681272,0.0676328502415459,0.078064012490242
"2831","IA","Scott County",174669,340,165224,410,158668,343,19163,0.194653888211417,0.248147968818089,0.216174653994504
"2832","IA","Shelby County",11746,5,12167,7,13173,7,19165,0.0425676826153584,0.057532670337799,0.053138996432096
"2833","IA","Sioux County",35872,19,33704,60,31589,41,19167,0.0529661016949153,0.178020413007358,0.129792016208174
"2834","IA","Story County",98537,41,89542,131,79981,95,19169,0.0416087358048246,0.146300060306895,0.118778209824833
"2835","IA","Tama County",17135,40,17767,14,18103,32,19171,0.233440326816458,0.0787977711487589,0.176766281831741
"2836","IA","Taylor County",5896,9,6317,4,6958,6,19173,0.152645861601085,0.063321196770619,0.0862316757688991
"2837","IA","Union County",12138,12,12534,9,12309,9,19175,0.0988630746416213,0.0718046912398277,0.073117231294175
"2838","IA","Van Buren County",7203,9,7570,1,7809,3,19177,0.124947938359017,0.0132100396301189,0.0384172109104879
"2839","IA","Wapello County",35437,128,35625,106,36051,88,19179,0.361204390890877,0.297543859649123,0.244098638040554
"2840","IA","Warren County",52403,0,46225,17,40671,28,19181,0,0.03677663601947,0.0688451230606575
"2841","IA","Washington County",22565,17,21704,26,20670,17,19183,0.0753379126966541,0.11979358643568,0.0822447992259313
"2842","IA","Wayne County",6497,11,6403,10,6730,6,19185,0.169308911805449,0.15617679212869,0.0891530460624071
"2843","IA","Webster County",36999,1356,38013,1249,40235,1256,19187,3.66496391794373,3.28571804382711,3.12166024605443
"2844","IA","Winnebago County",10679,15,10866,6,11723,4,19189,0.140462590130162,0.0552181115405853,0.0341209587989422
"2845","IA","Winneshiek County",20070,0,21056,13,21310,7,19191,0,0.0617401215805471,0.0328484279680901
"2846","IA","Woodbury County",105941,357,102172,203,103877,230,19193,0.336980017179373,0.198684571115374,0.221415712814194
"2847","IA","Worth County",7443,1,7598,5,7909,6,19195,0.0134354426978369,0.0658067912608581,0.0758629409533443
"2848","IA","Wright County",12943,7,13229,9,14334,1,19197,0.0540832882639265,0.0680323531635044,0.00697641970140924
"2849","WI","Adams County",20654,1062,20875,1328,18643,67,55001,5.14186114069914,6.36167664670659,0.359384219278013
"2850","WI","Ashland County",16027,43,16157,34,16866,62,55003,0.268297248393336,0.210435105527016,0.367603462587454
"2851","WI","Barron County",46711,90,45870,125,44963,61,55005,0.192674102459806,0.272509265315021,0.135667104063341
"2852","WI","Bayfield County",16220,55,15014,48,15013,24,55007,0.339087546239211,0.31970161182896,0.159861453407047
"2853","WI","Brown County",268740,1841,248007,1808,226778,2304,55009,0.685048745999851,0.729011681121904,1.01597156690684
"2854","WI","Buffalo County",13317,19,13587,27,13804,15,55011,0.142674776601337,0.198719364098035,0.108664155317299
"2855","WI","Burnett County",16526,31,15457,29,15674,54,55013,0.187583202226794,0.187617260787992,0.344519586576496
"2856","WI","Calumet County",52442,16,48971,39,40631,49,55015,0.0305098966477251,0.0796389700026546,0.120597573281485
"2857","WI","Chippewa County",66297,2012,62415,2126,55195,71,55017,3.03482812193614,3.40623247616759,0.128634840112329
"2858","WI","Clark County",34659,29,34690,74,33557,51,55019,0.0836723506160016,0.213317959066013,0.151980212772298
"2859","WI","Columbia County",58490,891,56833,1029,52468,881,55021,1.52333732261925,1.81056780391674,1.67911870092247
"2860","WI","Crawford County",16113,514,16644,535,17243,325,55023,3.18997083100602,3.21437154530161,1.88482282665429
"2861","WI","Dane County",561504,1541,488073,1858,426526,1801,55025,0.274441499971505,0.380680758820914,0.422248585080394
"2862","WI","Dodge County",89396,4669,88759,4886,85897,4183,55027,5.22282876191329,5.50479388005723,4.86978590637624
"2863","WI","Door County",30066,37,27785,76,27961,39,55029,0.123062595622963,0.273528882490552,0.139479989986052
"2864","WI","Douglas County",44295,199,44159,244,43287,162,55031,0.449260638898295,0.552548744310333,0.374246309515559
"2865","WI","Dunn County",45440,71,43857,130,39858,104,55033,0.15625,0.29641790364138,0.260926288323549
"2866","WI","Eau Claire County",105710,147,98736,280,93142,296,55035,0.139059691609119,0.283584508183439,0.317794335530695
"2867","WI","Florence County",4558,5,4423,0,5088,0,55037,0.109697235629662,0,0
"2868","WI","Fond du Lac County",104154,1109,101633,985,97296,1128,55039,1.06476947596828,0.969173398404062,1.15934879131722
"2869","WI","Forest County",9179,43,9304,76,10024,44,55041,0.468460616624905,0.816852966466036,0.438946528332003
"2870","WI","Grant County",51938,512,51208,476,49597,218,55043,0.985790750510224,0.929542259022028,0.439542714277073
"2871","WI","Green County",37093,17,36842,47,33647,49,55045,0.0458307497371472,0.127571793062266,0.145629625226618
"2872","WI","Green Lake County",19018,71,19051,35,19105,29,55047,0.373330528972552,0.183717390163246,0.151792724417692
"2873","WI","Iowa County",23709,14,23687,22,22780,29,55049,0.0590493061706525,0.0928779499303415,0.127304653204565
"2874","WI","Iron County",6137,5,5916,10,6861,8,55051,0.0814730324262669,0.169033130493577,0.116601078559977
"2875","WI","Jackson County",21145,1121,20449,1134,19100,953,55053,5.30148971388035,5.54550344760135,4.98952879581152
"2876","WI","Jefferson County",84900,106,83686,149,74021,161,55055,0.124852767962309,0.178046507181607,0.217505842936464
"2877","WI","Juneau County",26718,1399,26664,1096,24316,27,55057,5.23617037203383,4.11041104110411,0.111037999670999
"2878","WI","Kenosha County",169151,592,166426,884,149577,672,55059,0.349983151148973,0.531167005155444,0.449266932750356
"2879","WI","Kewaunee County",20563,17,20574,22,20187,19,55061,0.082672761756553,0.106931078059687,0.0941199782037945
"2880","WI","La Crosse County",120784,59,114638,202,107120,300,55063,0.0488475294741025,0.176206842408276,0.280059746079164
"2881","WI","Lafayette County",16611,16,16836,24,16137,18,55065,0.0963217145265186,0.142551674982181,0.11154489682097
"2882","WI","Langlade County",19491,71,19977,105,20740,42,55067,0.364270689035965,0.525604445111879,0.202507232401157
"2883","WI","Lincoln County",28415,69,28743,73,29641,59,55069,0.242829491465775,0.253974880840552,0.199048615093958
"2884","WI","Manitowoc County",81359,183,81442,8,82887,191,55071,0.224929018301602,0.00982294147982613,0.230434205605222
"2885","WI","Marathon County",138013,262,134063,254,125834,231,55073,0.189837189250288,0.189463162841351,0.183575186356629
"2886","WI","Marinette County",41872,113,41749,131,43384,69,55075,0.269870080244555,0.313779970777743,0.159044809146229
"2887","WI","Marquette County",15592,26,15404,39,15832,1310,55077,0.166752180605439,0.253180991950143,8.27438100050531
"2888","WI","Menominee County",4255,0,4232,43,4562,35,55078,0,1.01606805293006,0.767207365190706
"2889","WI","Milwaukee County",939489,2819,947735,4405,940164,4080,55079,0.300056732968667,0.464792373395517,0.433966839827945
"2890","WI","Monroe County",46274,57,44673,123,40899,61,55081,0.123179323162035,0.275334094419448,0.149147900926673
"2891","WI","Oconto County",38965,79,37660,57,35634,34,55083,0.202746054151161,0.151354221986192,0.0954144917775159
"2892","WI","Oneida County",37845,260,35998,267,36776,333,55085,0.687012815431365,0.741707872659592,0.905481835979987
"2893","WI","Outagamie County",190705,434,176695,496,160971,531,55087,0.227576623580923,0.280709697501344,0.329873082729187
"2894","WI","Ozaukee County",91503,182,86395,214,82317,215,55089,0.198900582494563,0.247699519648128,0.261185417350001
"2895","WI","Pepin County",7318,10,7469,29,7213,7,55091,0.136649357748019,0.388271522292141,0.0970469984749757
"2896","WI","Pierce County",42212,35,41019,25,36804,22,55093,0.082914810954231,0.0609473658548478,0.0597761112922508
"2897","WI","Polk County",44977,58,44205,71,41319,47,55095,0.12895479911955,0.160615315009614,0.113749122679639
"2898","WI","Portage County",70377,40,70019,84,67182,143,55097,0.0568367506429657,0.119967437409846,0.212854633681641
"2899","WI","Price County",14054,6,14159,26,15822,12,55099,0.0426924718941227,0.183628787343739,0.0758437618505878
"2900","WI","Racine County",197727,2273,195408,3209,188831,2393,55101,1.14956480399743,1.64220502742979,1.26727073414852
"2901","WI","Richland County",17304,30,18021,22,17924,19,55103,0.173370319001387,0.122079795793796,0.106003124302611
"2902","WI","Rock County",163687,235,160331,501,152307,503,55105,0.143566685197969,0.312478559979043,0.330254026407191
"2903","WI","Rusk County",14188,33,14755,27,15347,42,55107,0.232590921905836,0.182988817350051,0.273669121000847
"2904","WI","St. Croix County",93536,183,84345,233,63155,202,55109,0.195646595963052,0.276246369079376,0.319847993033014
"2905","WI","Sauk County",65763,122,61976,237,55225,132,55111,0.185514651095601,0.382406092681038,0.239022181982798
"2906","WI","Sawyer County",18074,154,16557,181,16196,130,55113,0.852052672347018,1.09319321133056,0.802667325265498
"2907","WI","Shawano County",40881,153,41949,210,40664,249,55115,0.374256989799662,0.500607880998355,0.612335235097383
"2908","WI","Sheboygan County",118034,1431,115507,1448,112646,1448,55117,1.21236253960723,1.25360367769919,1.28544289189141
"2909","WI","Taylor County",19913,38,20689,51,19680,0,55119,0.190830110982775,0.246507806080526,0
"2910","WI","Trempealeau County",30760,13,28816,26,27010,24,55121,0.0422626788036411,0.0902276513048306,0.0888559792669382
"2911","WI","Vernon County",30714,61,29773,69,28056,25,55123,0.198606498665104,0.231753602257079,0.08910749928714
"2912","WI","Vilas County",23047,65,21430,98,21033,93,55125,0.282032368638001,0.457302846476902,0.442162316360006
"2913","WI","Walworth County",106478,134,102228,332,93759,311,55127,0.125847592929995,0.324764252455296,0.331701489990294
"2914","WI","Washburn County",16623,3,15911,15,16036,23,55129,0.0180472838837755,0.0942744013575514,0.143427288600649
"2915","WI","Washington County",136761,128,131887,199,117493,108,55131,0.0935939339431563,0.150886743955052,0.0919203697241538
"2916","WI","Waukesha County",406978,351,389891,658,360767,681,55133,0.0862454481569028,0.168765116404328,0.188764493426505
"2917","WI","Waupaca County",51812,207,52410,173,51731,74,55135,0.399521346406238,0.330089677542454,0.143047689006592
"2918","WI","Waushara County",24520,1075,24496,1138,23154,95,55137,4.38417618270799,4.64565643370346,0.410296277101149
"2919","WI","Winnebago County",171730,3045,166994,2888,156763,2786,55139,1.77313224247365,1.72940345162102,1.77720508028042
"2920","WI","Wood County",74207,62,74749,99,75555,104,55141,0.0835500694004609,0.132443243387871,0.137648070941698
"2921","PR","Adjuntas Municipio",18020,0,19483,0,19143,0,72001,0,0,0
"2922","PR","Aguada Municipio",38136,0,41959,0,42042,0,72003,0,0,0
"2923","PR","Aguadilla Municipio",55101,829,60949,727,64685,913,72005,1.50450990000181,1.19280053815485,1.41145551518899
"2924","PR","Aguas Buenas Municipio",24223,0,28659,0,29032,0,72007,0,0,0
"2925","PR","Aibonito Municipio",24637,0,25900,0,26493,0,72009,0,0,0
"2926","PR","Añasco Municipio",25596,0,29261,0,28348,0,72011,0,0,0
"2927","PR","Arecibo Municipio",87754,853,96440,746,100131,1118,72013,0.972035462770928,0.773537951057652,1.11653733608972
"2928","PR","Arroyo Municipio",15843,0,19575,0,19117,0,72015,0,0,0
"2929","PR","Barceloneta Municipio",22657,0,24816,0,22322,0,72017,0,0,0
"2930","PR","Barranquitas Municipio",28983,0,30318,18,28909,0,72019,0,0.059370670888581,0
"2931","PR","Bayamón Municipio",185187,2858,208116,2740,224044,3310,72021,1.54330487561222,1.31657344942244,1.47738837014158
"2932","PR","Cabo Rojo Municipio",47158,0,50917,0,46911,0,72023,0,0,0
"2933","PR","Caguas Municipio",127244,0,142893,0,140502,0,72025,0,0,0
"2934","PR","Camuy Municipio",32827,0,35159,0,35244,0,72027,0,0,0
"2935","PR","Canóvanas Municipio",42337,0,47648,0,43335,0,72029,0,0,0
"2936","PR","Carolina Municipio",154815,0,176762,0,186076,53,72031,0,0,0.0284829854468067
"2937","PR","Cataño Municipio",23155,0,28140,0,30071,0,72033,0,0,0
"2938","PR","Cayey Municipio",41652,0,48119,0,47370,208,72035,0,0,0.439096474561959
"2939","PR","Ceiba Municipio",11307,0,13631,0,18004,34,72037,0,0,0.188846922906021
"2940","PR","Ciales Municipio",16984,0,18782,0,19811,0,72039,0,0,0
"2941","PR","Cidra Municipio",39970,0,43480,0,42753,0,72041,0,0,0
"2942","PR","Coamo Municipio",34668,0,40512,0,37597,0,72043,0,0,0
"2943","PR","Comerío Municipio",18883,0,20778,0,20002,0,72045,0,0,0
"2944","PR","Corozal Municipio",34571,0,37142,11,36867,0,72047,0,0.0296160680631091,0
"2945","PR","Culebra Municipio",1792,0,1818,0,1868,0,72049,0,0,0
"2946","PR","Dorado Municipio",35879,0,38165,0,34017,0,72051,0,0,0
"2947","PR","Fajardo Municipio",32124,0,36993,33,40712,30,72053,0,0.0892060660124889,0.0736883474159953
"2948","PR","Florida Municipio",11692,0,12680,0,12367,0,72054,0,0,0
"2949","PR","Guánica Municipio",13787,0,19427,0,21888,0,72055,0,0,0
"2950","PR","Guayama Municipio",36614,1149,45362,2045,44301,1415,72057,3.1381438793904,4.50817865173493,3.19405882485723
"2951","PR","Guayanilla Municipio",17784,0,21581,0,23072,0,72059,0,0,0
"2952","PR","Guaynabo Municipio",89780,1150,97924,1294,100053,1234,72061,1.28090888839385,1.32143294800049,1.23334632644698
"2953","PR","Gurabo Municipio",40622,0,45369,0,36743,0,72063,0,0,0
"2954","PR","Hatillo Municipio",38486,0,41953,0,38925,0,72065,0,0,0
"2955","PR","Hormigueros Municipio",15654,0,17250,0,16614,0,72067,0,0,0
"2956","PR","Humacao Municipio",50896,0,58466,51,59035,36,72069,0,0.087230185064824,0.0609807741170492
"2957","PR","Isabela Municipio",42943,0,45631,0,44444,4,72071,0,0,0.00900009000090001
"2958","PR","Jayuya Municipio",14779,36,16642,14,17318,161,72073,0.243588876107991,0.0841245042663142,0.929668552950687
"2959","PR","Juana Díaz Municipio",46538,0,50747,0,50531,0,72075,0,0,0
"2960","PR","Juncos Municipio",37012,0,40290,0,36452,0,72077,0,0,0
"2961","PR","Lajas Municipio",23334,0,25753,0,26261,0,72079,0,0,0
"2962","PR","Lares Municipio",28105,0,30753,0,34415,0,72081,0,0,0
"2963","PR","Las Marías Municipio",8874,0,9881,0,11061,0,72083,0,0,0
"2964","PR","Las Piedras Municipio",35180,86,38675,0,34485,0,72085,0.244457077885162,0,0
"2965","PR","Loíza Municipio",23693,0,30060,0,32537,0,72087,0,0,0
"2966","PR","Luquillo Municipio",17781,0,20068,0,19817,0,72089,0,0,0
"2967","PR","Manatí Municipio",39492,0,44113,0,45409,0,72091,0,0,0
"2968","PR","Maricao Municipio",4755,0,6276,0,6449,0,72093,0,0,0
"2969","PR","Maunabo Municipio",10589,0,12225,0,12741,0,72095,0,0,0
"2970","PR","Mayagüez Municipio",73077,501,89080,670,98434,679,72097,0.685578225707131,0.752132914234396,0.689802304081923
"2971","PR","Moca Municipio",37460,0,40109,0,39697,0,72099,0,0,0
"2972","PR","Morovis Municipio",28727,0,32610,0,29965,0,72101,0,0,0
"2973","PR","Naguabo Municipio",23386,0,26720,0,23753,324,72103,0,0,1.36403822675031
"2974","PR","Naranjito Municipio",29241,0,30402,0,29709,0,72105,0,0,0
"2975","PR","Orocovis Municipio",21434,0,23423,26,23844,0,72107,0,0.111002006574734,0
"2976","PR","Patillas Municipio",15985,0,19277,0,20152,0,72109,0,0,0
"2977","PR","Peñuelas Municipio",20399,0,24282,0,26719,0,72111,0,0,0
"2978","PR","Ponce Municipio",137491,2920,166327,3426,186475,3733,72113,2.12377537438814,2.0597978680551,2.00187692720204
"2979","PR","Quebradillas Municipio",23638,0,25919,0,25450,0,72115,0,0,0
"2980","PR","Rincón Municipio",15187,0,15200,0,14767,0,72117,0,0,0
"2981","PR","Río Grande Municipio",47060,339,54304,787,52362,389,72119,0.720356991075223,1.44924867413082,0.742905160230702
"2982","PR","Sabana Grande Municipio",22729,0,25265,0,25935,0,72121,0,0,0
"2983","PR","Salinas Municipio",25789,240,31078,0,31113,0,72123,0.930629338089883,0,0
"2984","PR","San Germán Municipio",31879,0,35527,0,37105,0,72125,0,0,0
"2985","PR","San Juan Municipio",342259,231,395326,29,434374,3170,72127,0.0674927467210504,0.00733571786323186,0.729785852744409
"2986","PR","San Lorenzo Municipio",37693,0,41058,0,40997,0,72129,0,0,0
"2987","PR","San Sebastián Municipio",39345,0,42430,0,44204,0,72131,0,0,0
"2988","PR","Santa Isabel Municipio",20281,0,23274,0,21665,0,72133,0,0,0
"2989","PR","Toa Alta Municipio",66852,0,74066,0,63929,0,72135,0,0,0
"2990","PR","Toa Baja Municipio",75293,0,89609,0,94085,0,72137,0,0,0
"2991","PR","Trujillo Alto Municipio",67740,0,74842,16,75728,0,72139,0,0.0213783704337137,0
"2992","PR","Utuado Municipio",28287,0,33149,0,35336,0,72141,0,0,0
"2993","PR","Vega Alta Municipio",35395,0,39951,296,37910,421,72143,0,0.740907611824485,1.11052492745977
"2994","PR","Vega Baja Municipio",54414,0,59662,0,61929,0,72145,0,0,0
"2995","PR","Vieques Municipio",8249,0,9301,0,9106,0,72147,0,0,0
"2996","PR","Villalba Municipio",22093,0,26073,0,27913,0,72149,0,0,0
"2997","PR","Yabucoa Municipio",30426,0,37941,50,39246,51,72151,0,0.131783558683219,0.129949548998624
"2998","PR","Yauco Municipio",34172,0,42043,0,46384,0,72153,0,0,0
"2999","FL","Alachua County",278468,1211,247336,1889,217955,1506,12001,0.434879411637962,0.763738396351522,0.690968319148448
"3000","FL","Baker County",28259,2289,27115,1646,22259,1356,12003,8.10007431260837,6.07044071547114,6.09191787591536
"3001","FL","Bay County",175216,1744,168852,1900,148217,1563,12005,0.995342891060177,1.12524577736716,1.05453490490295
"3002","FL","Bradford County",28303,4010,28520,4219,26088,3805,12007,14.1681093876974,14.7931276297335,14.5852499233364
"3003","FL","Brevard County",606612,1054,543376,2625,476230,2431,12009,0.173751920502727,0.48309089838344,0.510467631186612
"3004","FL","Broward County",1944375,3282,1748066,6390,1623018,6510,12011,0.168794599807136,0.36554683862051,0.401104608821344
"3005","FL","Calhoun County",13648,1562,14625,1665,13017,1458,12013,11.4449003516999,11.3846153846154,11.2007374971192
"3006","FL","Charlotte County",186847,1871,159978,1603,141627,1103,12015,1.00135404903477,1.0020127767568,0.778806301058414
"3007","FL","Citrus County",153843,629,141236,521,118085,268,12017,0.408858381596823,0.368886119686199,0.226955159419063
"3008","FL","Clay County",218245,427,190865,468,140814,245,12019,0.195651675868863,0.245199486548084,0.173988381837033
"3009","FL","Collier County",375752,585,321520,897,251377,667,12021,0.155687794076944,0.278987310276188,0.265338515456864
"3010","FL","Columbia County",69698,2788,67531,2866,56513,2079,12023,4.00011478091193,4.24397684026595,3.67879956824094
"3011","FL","DeSoto County",33976,2482,34862,2736,32209,1601,12027,7.30515658111608,7.84808674201136,4.97066037442951
"3012","FL","Dixie County",16759,1823,16422,1368,13827,1028,12029,10.8777373351632,8.33028863719401,7.43472915310624
"3013","FL","Duval County",995567,3533,864263,4629,778879,2908,12031,0.354873152685856,0.535600852981095,0.37335709397737
"3014","FL","Escambia County",321905,3282,297619,3936,294410,7618,12033,1.01955545890868,1.32249621159939,2.58754797731055
